trialNum,Vis Type,Reported Percent,True Percent
69,Tree Map,85,76
70,Tree Map,10,20
70,Donut Chart,70,70
70,Stack Chart,56,65
70,Tree Map,50,59
70,Donut Chart,30,32
70,Donut Chart,78,88
70,Donut Chart,76,56
70,Tree Map,80,85
70,Donut Chart,89,92
70,Bubble Chart,100,95
70,Bubble Chart,100,95
70,Donut Chart,60,70
70,Bubble Chart,40,43
70,Bubble Chart,90,81
70,Tree Map,65,77
70,Tree Map,80,74
70,Stack Chart,9,9
70,Bubble Chart,80,72
70,Bubble Chart,90,92
70,Stack Chart,79,78
71,Stack Chart,60,65
71,Bubble Chart,90,82
71,Bubble Chart,90,88
71,Stack Chart,37,35
71,Donut Chart,67,71
71,Tree Map,100,90
71,Donut Chart,30,29
71,Donut Chart,68,66
71,Stack Chart,70,74
71,Bubble Chart,65,55
71,Donut Chart,50,57
71,Donut Chart,100,92
71,Tree Map,50,63
71,Bubble Chart,80,59
71,Bubble Chart,70,78
71,Tree Map,89,97
71,Tree Map,100,100
71,Tree Map,89,90
71,Stack Chart,40,46
71,Stack Chart,50,58
72,Bubble Chart,100,98
72,Stack Chart,67,59
72,Stack Chart,50,61
72,Donut Chart,10,25
72,Bubble Chart,100,93
72,Tree Map,87,80
72,Tree Map,78,85
72,Bubble Chart,50,67
72,Donut Chart,70,73
72,Bubble Chart,90,86
72,Tree Map,30,62
72,Stack Chart,50,58
72,Bubble Chart,100,95
72,Bubble Chart,70,54
72,Stack Chart,89,88
72,Bubble Chart,60,62
72,Donut Chart,50,37
72,Tree Map,100,79
72,Donut Chart,77,76
72,Tree Map,80,80
73,Donut Chart,23,18
73,Tree Map,100,94
73,Donut Chart,89,88
73,Bubble Chart,68,72
73,Donut Chart,80,63
73,Donut Chart,50,59
73,Bubble Chart,90,85
73,Donut Chart,80,71
73,Donut Chart,90,86
73,Stack Chart,68,76
73,Tree Map,40,46
73,Bubble Chart,90,94
73,Donut Chart,90,97
73,Stack Chart,47,77
73,Donut Chart,80,78
73,Bubble Chart,67,64
73,Bubble Chart,80,75
73,Bubble Chart,40,45
73,Donut Chart,85,75
73,Bubble Chart,90,75
74,Stack Chart,50,59
74,Tree Map,90,80
74,Bubble Chart,89,97
74,Donut Chart,50,41
74,Tree Map,90,96
74,Bubble Chart,50,70
74,Bubble Chart,90,77
74,Bubble Chart,90,80
74,Donut Chart,90,98
74,Tree Map,80,81
74,Stack Chart,90,88
74,Donut Chart,85,84
74,Tree Map,30,47
74,Donut Chart,100,97
74,Stack Chart,87,87
74,Bubble Chart,100,94
74,Donut Chart,40,46
74,Stack Chart,56,80
74,Donut Chart,100,94
74,Donut Chart,88,83
75,Bubble Chart,80,70
75,Stack Chart,86,82
75,Bubble Chart,70,53
75,Donut Chart,80,75
75,Stack Chart,78,90
75,Donut Chart,45,34
75,Bubble Chart,100,95
75,Stack Chart,80,76
75,Stack Chart,100,95
75,Stack Chart,85,82
75,Donut Chart,90,96
75,Bubble Chart,50,61
75,Donut Chart,85,85
75,Stack Chart,55,48
75,Bubble Chart,77,62
75,Bubble Chart,20,32
75,Stack Chart,100,98
75,Stack Chart,20,34
75,Bubble Chart,100,93
75,Bubble Chart,90,76
76,Bubble Chart,57,69
76,Bubble Chart,95,80
76,Donut Chart,90,98
76,Stack Chart,60,73
76,Stack Chart,36,42
76,Bubble Chart,100,91
76,Bubble Chart,80,82
76,Bubble Chart,55,57
76,Tree Map,85,84
76,Tree Map,89,83
76,Bubble Chart,60,50
76,Bubble Chart,54,49
76,Bubble Chart,30,37
76,Stack Chart,80,71
76,Donut Chart,89,85
76,Tree Map,50,88
76,Bubble Chart,60,63
76,Stack Chart,78,86
76,Tree Map,34,31
76,Tree Map,99,95
77,Donut Chart,78,75
77,Donut Chart,70,64
77,Bubble Chart,90,85
77,Donut Chart,90,94
77,Donut Chart,75,66
77,Stack Chart,55,55
77,Tree Map,90,81
77,Bubble Chart,56,72
77,Bubble Chart,50,61
77,Donut Chart,100,76
77,Bubble Chart,76,69
77,Stack Chart,60,49
77,Stack Chart,100,98
77,Donut Chart,40,45
77,Tree Map,90,77
77,Tree Map,92,82
77,Stack Chart,87,100
77,Stack Chart,70,49
77,Donut Chart,23,17
77,Bubble Chart,70,63
78,Tree Map,100,86
78,Bubble Chart,48,50
78,Donut Chart,65,58
78,Tree Map,50,73
78,Bubble Chart,100,97
78,Stack Chart,88,80
78,Stack Chart,40,39
78,Bubble Chart,50,72
78,Tree Map,100,91
78,Bubble Chart,56,65
78,Bubble Chart,80,81
78,Donut Chart,60,63
78,Stack Chart,89,92
78,Stack Chart,50,37
78,Stack Chart,55,51
78,Bubble Chart,60,67
78,Donut Chart,60,46
78,Bubble Chart,94,76
78,Donut Chart,80,88
78,Bubble Chart,90,70
79,Donut Chart,100,91
79,Tree Map,66,74
79,Bubble Chart,88,94
79,Stack Chart,25,43
79,Stack Chart,60,72
79,Tree Map,38,45
79,Tree Map,100,86
79,Donut Chart,80,82
79,Tree Map,70,78
79,Bubble Chart,90,90
79,Donut Chart,60,54
79,Donut Chart,70,70
79,Stack Chart,40,44
79,Donut Chart,85,78
79,Stack Chart,88,93
79,Tree Map,90,85
79,Donut Chart,78,83
79,Bubble Chart,80,74
79,Stack Chart,45,43
79,Stack Chart,80,86
80,Tree Map,100,94
80,Donut Chart,10,14
80,Stack Chart,5,4
80,Bubble Chart,30,35
80,Bubble Chart,78,76
80,Donut Chart,8,10
80,Tree Map,80,74
80,Stack Chart,78,89
80,Stack Chart,4,9
80,Stack Chart,80,75
80,Tree Map,60,57
80,Donut Chart,99,81
80,Tree Map,30,48
80,Donut Chart,80,77
80,Stack Chart,75,75
80,Tree Map,80,82
80,Bubble Chart,45,44
80,Donut Chart,47,60
80,Stack Chart,90,82
80,Bubble Chart,40,51
