participantId,trialId,answer,startTime,endTime,duration,taskOrder,true_value,chart_type,accuracy
CwyVXQDwXQtVtXGI9pXz,stackedbarChart8,50,"Mon, 11 Mar 2024 20:01:25 GMT","Mon, 11 Mar 2024 20:01:30 GMT",5018,17,60,stackedbarChart,3.3399
CwyVXQDwXQtVtXGI9pXz,stackedbarChart9,30,"Mon, 11 Mar 2024 20:01:19 GMT","Mon, 11 Mar 2024 20:01:25 GMT",6121,16,40,stackedbarChart,3.3399
CwyVXQDwXQtVtXGI9pXz,stackedbarChart14,70,"Mon, 11 Mar 2024 20:01:51 GMT","Mon, 11 Mar 2024 20:02:03 GMT",12328,21,64,stackedbarChart,2.6147
CwyVXQDwXQtVtXGI9pXz,stackedbarChart16,50,"Mon, 11 Mar 2024 20:01:39 GMT","Mon, 11 Mar 2024 20:01:46 GMT",7038,19,60,stackedbarChart,3.3399
CwyVXQDwXQtVtXGI9pXz,stackedbarChart19,45,"Mon, 11 Mar 2024 19:58:25 GMT","Mon, 11 Mar 2024 20:01:19 GMT",174638,15,45,stackedbarChart,-3.0000
CwyVXQDwXQtVtXGI9pXz,stackedbarChart20,70,"Mon, 11 Mar 2024 20:01:46 GMT","Mon, 11 Mar 2024 20:01:51 GMT",4747,20,73,stackedbarChart,1.6439
CwyVXQDwXQtVtXGI9pXz,packCircle2,70,"Mon, 11 Mar 2024 19:52:45 GMT","Mon, 11 Mar 2024 19:55:18 GMT",153759,6,71,packCircle,0.1699
CwyVXQDwXQtVtXGI9pXz,packCircle3,50,"Mon, 11 Mar 2024 19:55:27 GMT","Mon, 11 Mar 2024 19:55:36 GMT",9081,8,43,packCircle,2.8329
CwyVXQDwXQtVtXGI9pXz,packCircle5,85,"Mon, 11 Mar 2024 19:55:36 GMT","Mon, 11 Mar 2024 19:55:43 GMT",7263,9,80,packCircle,2.3576
CwyVXQDwXQtVtXGI9pXz,packCircle8,60,"Mon, 11 Mar 2024 19:55:18 GMT","Mon, 11 Mar 2024 19:55:27 GMT",8166,7,60,packCircle,-3.0000
CwyVXQDwXQtVtXGI9pXz,packCircle12,70,"Mon, 11 Mar 2024 19:56:06 GMT","Mon, 11 Mar 2024 19:56:17 GMT",11240,11,71,packCircle,0.1699
CwyVXQDwXQtVtXGI9pXz,packCircle13,60,"Mon, 11 Mar 2024 19:52:35 GMT","Mon, 11 Mar 2024 19:52:45 GMT",9969,5,47,packCircle,3.7142
CwyVXQDwXQtVtXGI9pXz,packCircle16,80,"Mon, 11 Mar 2024 19:52:14 GMT","Mon, 11 Mar 2024 19:52:35 GMT",20259,4,60,packCircle,4.3309
CwyVXQDwXQtVtXGI9pXz,packCircle17,10,"Mon, 11 Mar 2024 19:51:20 GMT","Mon, 11 Mar 2024 19:51:40 GMT",19878,2,82,packCircle,6.1724
CwyVXQDwXQtVtXGI9pXz,packCircle19,40,"Mon, 11 Mar 2024 19:55:43 GMT","Mon, 11 Mar 2024 19:56:06 GMT",22601,10,45,packCircle,2.3576
CwyVXQDwXQtVtXGI9pXz,packCircle20,40,"Mon, 11 Mar 2024 19:51:40 GMT","Mon, 11 Mar 2024 19:52:14 GMT",34029,3,73,packCircle,5.0498
V6WqsHzYiUaCOmhvGusw,barChart1,55,"Mon, 11 Mar 2024 21:35:24 GMT","Mon, 11 Mar 2024 21:35:28 GMT",4032,11,56,barChart,0.1699
V6WqsHzYiUaCOmhvGusw,barChart2,70,"Mon, 11 Mar 2024 21:34:45 GMT","Mon, 11 Mar 2024 21:34:51 GMT",6042,8,71,barChart,0.1699
V6WqsHzYiUaCOmhvGusw,barChart5,80,"Mon, 11 Mar 2024 21:32:15 GMT","Mon, 11 Mar 2024 21:33:28 GMT",73784,2,80,barChart,-3.0000
V6WqsHzYiUaCOmhvGusw,barChart6,80,"Mon, 11 Mar 2024 21:34:51 GMT","Mon, 11 Mar 2024 21:35:20 GMT",29215,9,75,barChart,2.3576
V6WqsHzYiUaCOmhvGusw,barChart8,60,"Mon, 11 Mar 2024 21:34:40 GMT","Mon, 11 Mar 2024 21:34:45 GMT",4949,7,60,barChart,-3.0000
V6WqsHzYiUaCOmhvGusw,barChart11,75,"Mon, 11 Mar 2024 21:34:27 GMT","Mon, 11 Mar 2024 21:34:40 GMT",12491,6,78,barChart,1.6439
V6WqsHzYiUaCOmhvGusw,barChart12,70,"Mon, 11 Mar 2024 21:33:28 GMT","Mon, 11 Mar 2024 21:33:48 GMT",19241,3,71,barChart,0.1699
V6WqsHzYiUaCOmhvGusw,barChart15,60,"Mon, 11 Mar 2024 21:33:48 GMT","Mon, 11 Mar 2024 21:33:58 GMT",9854,4,56,barChart,2.0444
V6WqsHzYiUaCOmhvGusw,barChart17,80,"Mon, 11 Mar 2024 21:33:58 GMT","Mon, 11 Mar 2024 21:34:27 GMT",29529,5,82,barChart,1.0875
V6WqsHzYiUaCOmhvGusw,barChart19,40,"Mon, 11 Mar 2024 21:35:20 GMT","Mon, 11 Mar 2024 21:35:24 GMT",3570,10,45,barChart,2.3576
V6WqsHzYiUaCOmhvGusw,bubbleChart2,50,"Mon, 11 Mar 2024 21:38:28 GMT","Mon, 11 Mar 2024 21:38:32 GMT",4181,40,71,bubbleChart,4.4009
V6WqsHzYiUaCOmhvGusw,bubbleChart4,10,"Mon, 11 Mar 2024 21:37:49 GMT","Mon, 11 Mar 2024 21:37:52 GMT",3562,33,28,bubbleChart,4.1799
V6WqsHzYiUaCOmhvGusw,bubbleChart7,50,"Mon, 11 Mar 2024 21:37:58 GMT","Mon, 11 Mar 2024 21:38:04 GMT",5540,35,50,bubbleChart,-3.0000
V6WqsHzYiUaCOmhvGusw,bubbleChart9,20,"Mon, 11 Mar 2024 21:38:09 GMT","Mon, 11 Mar 2024 21:38:14 GMT",4980,37,40,bubbleChart,4.3309
V6WqsHzYiUaCOmhvGusw,bubbleChart14,70,"Mon, 11 Mar 2024 21:38:18 GMT","Mon, 11 Mar 2024 21:38:28 GMT",10408,39,64,bubbleChart,2.6147
V6WqsHzYiUaCOmhvGusw,bubbleChart15,30,"Mon, 11 Mar 2024 21:38:14 GMT","Mon, 11 Mar 2024 21:38:18 GMT",4060,38,56,bubbleChart,4.7074
V6WqsHzYiUaCOmhvGusw,bubbleChart16,20,"Mon, 11 Mar 2024 21:37:38 GMT","Mon, 11 Mar 2024 21:37:49 GMT",10910,32,60,bubbleChart,5.3264
V6WqsHzYiUaCOmhvGusw,bubbleChart17,60,"Mon, 11 Mar 2024 21:38:04 GMT","Mon, 11 Mar 2024 21:38:09 GMT",4788,36,82,bubbleChart,4.4676
V6WqsHzYiUaCOmhvGusw,bubbleChart18,20,"Mon, 11 Mar 2024 21:38:32 GMT","Mon, 11 Mar 2024 21:38:36 GMT",3353,41,33,bubbleChart,3.7142
V6WqsHzYiUaCOmhvGusw,bubbleChart20,10,"Mon, 11 Mar 2024 21:37:53 GMT","Mon, 11 Mar 2024 21:37:58 GMT",5844,34,73,bubbleChart,5.9801
V6WqsHzYiUaCOmhvGusw,stackedbarChart1,50,"Mon, 11 Mar 2024 21:37:31 GMT","Mon, 11 Mar 2024 21:37:38 GMT",6941,31,56,stackedbarChart,2.6147
V6WqsHzYiUaCOmhvGusw,stackedbarChart2,80,"Mon, 11 Mar 2024 21:36:45 GMT","Mon, 11 Mar 2024 21:36:49 GMT",3181,23,71,stackedbarChart,3.1898
V6WqsHzYiUaCOmhvGusw,stackedbarChart3,33,"Mon, 11 Mar 2024 21:36:58 GMT","Mon, 11 Mar 2024 21:37:04 GMT",6212,26,43,stackedbarChart,3.3399
V6WqsHzYiUaCOmhvGusw,stackedbarChart5,60,"Mon, 11 Mar 2024 21:37:12 GMT","Mon, 11 Mar 2024 21:37:16 GMT",4452,29,80,stackedbarChart,4.3309
V6WqsHzYiUaCOmhvGusw,stackedbarChart6,50,"Mon, 11 Mar 2024 21:36:52 GMT","Mon, 11 Mar 2024 21:36:58 GMT",5991,25,75,stackedbarChart,4.6511
V6WqsHzYiUaCOmhvGusw,stackedbarChart8,40,"Mon, 11 Mar 2024 21:36:49 GMT","Mon, 11 Mar 2024 21:36:52 GMT",3124,24,60,stackedbarChart,4.3309
V6WqsHzYiUaCOmhvGusw,stackedbarChart9,20,"Mon, 11 Mar 2024 21:37:16 GMT","Mon, 11 Mar 2024 21:37:31 GMT",14661,30,40,stackedbarChart,4.3309
V6WqsHzYiUaCOmhvGusw,stackedbarChart11,50,"Mon, 11 Mar 2024 21:36:37 GMT","Mon, 11 Mar 2024 21:36:45 GMT",8780,22,78,stackedbarChart,4.8138
V6WqsHzYiUaCOmhvGusw,stackedbarChart14,50,"Mon, 11 Mar 2024 21:37:08 GMT","Mon, 11 Mar 2024 21:37:12 GMT",3929,28,64,stackedbarChart,3.8202
V6WqsHzYiUaCOmhvGusw,stackedbarChart18,20,"Mon, 11 Mar 2024 21:37:04 GMT","Mon, 11 Mar 2024 21:37:08 GMT",3921,27,33,stackedbarChart,3.7142
V6WqsHzYiUaCOmhvGusw,packCircle1,60,"Mon, 11 Mar 2024 21:35:53 GMT","Mon, 11 Mar 2024 21:35:58 GMT",4410,15,56,packCircle,2.0444
V6WqsHzYiUaCOmhvGusw,packCircle2,50,"Mon, 11 Mar 2024 21:36:22 GMT","Mon, 11 Mar 2024 21:36:30 GMT",7750,20,71,packCircle,4.4009
V6WqsHzYiUaCOmhvGusw,packCircle3,40,"Mon, 11 Mar 2024 21:36:04 GMT","Mon, 11 Mar 2024 21:36:13 GMT",9130,17,43,packCircle,1.6439
V6WqsHzYiUaCOmhvGusw,packCircle4,50,"Mon, 11 Mar 2024 21:35:28 GMT","Mon, 11 Mar 2024 21:35:40 GMT",12070,12,28,packCircle,4.4676
V6WqsHzYiUaCOmhvGusw,packCircle5,90,"Mon, 11 Mar 2024 21:36:17 GMT","Mon, 11 Mar 2024 21:36:22 GMT",4658,19,80,packCircle,3.3399
V6WqsHzYiUaCOmhvGusw,packCircle8,80,"Mon, 11 Mar 2024 21:35:58 GMT","Mon, 11 Mar 2024 21:36:04 GMT",6401,16,60,packCircle,4.3309
V6WqsHzYiUaCOmhvGusw,packCircle10,75,"Mon, 11 Mar 2024 21:36:30 GMT","Mon, 11 Mar 2024 21:36:37 GMT",6565,21,67,packCircle,3.0224
V6WqsHzYiUaCOmhvGusw,packCircle14,70,"Mon, 11 Mar 2024 21:35:43 GMT","Mon, 11 Mar 2024 21:35:53 GMT",10080,14,64,packCircle,2.6147
V6WqsHzYiUaCOmhvGusw,packCircle15,50,"Mon, 11 Mar 2024 21:36:13 GMT","Mon, 11 Mar 2024 21:36:17 GMT",4225,18,56,packCircle,2.6147
V6WqsHzYiUaCOmhvGusw,packCircle18,30,"Mon, 11 Mar 2024 21:35:40 GMT","Mon, 11 Mar 2024 21:35:43 GMT",3345,13,33,packCircle,1.6439
skaVqAoH4ro8YBQiJlRL,barChart2,75,"Mon, 11 Mar 2024 19:28:58 GMT","Mon, 11 Mar 2024 19:29:12 GMT",14273,7,71,barChart,2.0444
skaVqAoH4ro8YBQiJlRL,barChart5,86,"Mon, 11 Mar 2024 19:29:12 GMT","Mon, 11 Mar 2024 19:29:34 GMT",21355,8,80,barChart,2.6147
skaVqAoH4ro8YBQiJlRL,barChart6,80,"Mon, 11 Mar 2024 19:26:15 GMT","Mon, 11 Mar 2024 19:27:15 GMT",60586,2,75,barChart,2.3576
skaVqAoH4ro8YBQiJlRL,barChart7,50,"Mon, 11 Mar 2024 19:27:15 GMT","Mon, 11 Mar 2024 19:28:25 GMT",70279,3,50,barChart,-3.0000
skaVqAoH4ro8YBQiJlRL,barChart10,70,"Mon, 11 Mar 2024 19:28:39 GMT","Mon, 11 Mar 2024 19:28:53 GMT",13997,5,67,barChart,1.6439
skaVqAoH4ro8YBQiJlRL,barChart11,85,"Mon, 11 Mar 2024 19:28:53 GMT","Mon, 11 Mar 2024 19:28:58 GMT",5170,6,78,barChart,2.8329
skaVqAoH4ro8YBQiJlRL,barChart12,66,"Mon, 11 Mar 2024 19:28:25 GMT","Mon, 11 Mar 2024 19:28:39 GMT",13333,4,71,barChart,2.3576
skaVqAoH4ro8YBQiJlRL,barChart17,85,"Mon, 11 Mar 2024 19:29:34 GMT","Mon, 11 Mar 2024 19:30:06 GMT",32281,9,82,barChart,1.6439
skaVqAoH4ro8YBQiJlRL,barChart18,40,"Mon, 11 Mar 2024 19:30:06 GMT","Mon, 11 Mar 2024 19:30:16 GMT",9668,10,33,barChart,2.8329
skaVqAoH4ro8YBQiJlRL,barChart19,45,"Mon, 11 Mar 2024 19:30:16 GMT","Mon, 11 Mar 2024 19:30:25 GMT",9377,11,45,barChart,-3.0000
skaVqAoH4ro8YBQiJlRL,bubbleChart1,60,"Mon, 11 Mar 2024 19:34:59 GMT","Mon, 11 Mar 2024 19:35:08 GMT",8923,25,56,bubbleChart,2.0444
skaVqAoH4ro8YBQiJlRL,bubbleChart2,75,"Mon, 11 Mar 2024 19:35:08 GMT","Mon, 11 Mar 2024 19:35:13 GMT",4618,26,71,bubbleChart,2.0444
skaVqAoH4ro8YBQiJlRL,bubbleChart4,20,"Mon, 11 Mar 2024 19:35:17 GMT","Mon, 11 Mar 2024 19:35:23 GMT",6066,28,28,bubbleChart,3.0224
skaVqAoH4ro8YBQiJlRL,bubbleChart5,90,"Mon, 11 Mar 2024 19:35:13 GMT","Mon, 11 Mar 2024 19:35:17 GMT",4152,27,80,bubbleChart,3.3399
skaVqAoH4ro8YBQiJlRL,bubbleChart6,85,"Mon, 11 Mar 2024 19:35:23 GMT","Mon, 11 Mar 2024 19:35:32 GMT",9076,29,75,bubbleChart,3.3399
skaVqAoH4ro8YBQiJlRL,bubbleChart8,65,"Mon, 11 Mar 2024 19:34:51 GMT","Mon, 11 Mar 2024 19:34:55 GMT",4481,23,60,bubbleChart,2.3576
skaVqAoH4ro8YBQiJlRL,bubbleChart13,40,"Mon, 11 Mar 2024 19:35:38 GMT","Mon, 11 Mar 2024 19:35:55 GMT",16850,31,47,bubbleChart,2.8329
skaVqAoH4ro8YBQiJlRL,bubbleChart15,55,"Mon, 11 Mar 2024 19:34:03 GMT","Mon, 11 Mar 2024 19:34:51 GMT",47644,22,56,bubbleChart,0.1699
skaVqAoH4ro8YBQiJlRL,bubbleChart16,50,"Mon, 11 Mar 2024 19:34:55 GMT","Mon, 11 Mar 2024 19:34:59 GMT",4102,24,60,bubbleChart,3.3399
skaVqAoH4ro8YBQiJlRL,bubbleChart18,20,"Mon, 11 Mar 2024 19:35:32 GMT","Mon, 11 Mar 2024 19:35:38 GMT",6044,30,33,bubbleChart,3.7142
skaVqAoH4ro8YBQiJlRL,stackedbarChart1,50,"Mon, 11 Mar 2024 19:30:25 GMT","Mon, 11 Mar 2024 19:30:59 GMT",33717,12,56,stackedbarChart,2.6147
skaVqAoH4ro8YBQiJlRL,stackedbarChart2,80,"Mon, 11 Mar 2024 19:33:47 GMT","Mon, 11 Mar 2024 19:33:53 GMT",6086,19,71,stackedbarChart,3.1898
skaVqAoH4ro8YBQiJlRL,stackedbarChart4,30,"Mon, 11 Mar 2024 19:32:44 GMT","Mon, 11 Mar 2024 19:33:10 GMT",25774,17,28,stackedbarChart,1.0875
skaVqAoH4ro8YBQiJlRL,stackedbarChart5,85,"Mon, 11 Mar 2024 19:33:58 GMT","Mon, 11 Mar 2024 19:34:03 GMT",5543,21,80,stackedbarChart,2.3576
skaVqAoH4ro8YBQiJlRL,stackedbarChart6,85,"Mon, 11 Mar 2024 19:31:11 GMT","Mon, 11 Mar 2024 19:31:32 GMT",21728,14,75,stackedbarChart,3.3399
skaVqAoH4ro8YBQiJlRL,stackedbarChart7,45,"Mon, 11 Mar 2024 19:33:10 GMT","Mon, 11 Mar 2024 19:33:47 GMT",36944,18,50,stackedbarChart,2.3576
skaVqAoH4ro8YBQiJlRL,stackedbarChart8,50,"Mon, 11 Mar 2024 19:30:59 GMT","Mon, 11 Mar 2024 19:31:11 GMT",11805,13,60,stackedbarChart,3.3399
skaVqAoH4ro8YBQiJlRL,stackedbarChart10,75,"Mon, 11 Mar 2024 19:33:53 GMT","Mon, 11 Mar 2024 19:33:58 GMT",4217,20,67,stackedbarChart,3.0224
skaVqAoH4ro8YBQiJlRL,stackedbarChart11,80,"Mon, 11 Mar 2024 19:31:32 GMT","Mon, 11 Mar 2024 19:31:39 GMT",6949,15,78,stackedbarChart,1.0875
skaVqAoH4ro8YBQiJlRL,stackedbarChart13,40,"Mon, 11 Mar 2024 19:31:39 GMT","Mon, 11 Mar 2024 19:32:44 GMT",65183,16,47,stackedbarChart,2.8329
skaVqAoH4ro8YBQiJlRL,packCircle1,75,"Mon, 11 Mar 2024 19:36:09 GMT","Mon, 11 Mar 2024 19:36:37 GMT",27916,33,56,packCircle,4.2574
skaVqAoH4ro8YBQiJlRL,packCircle2,80,"Mon, 11 Mar 2024 19:37:05 GMT","Mon, 11 Mar 2024 19:37:13 GMT",8068,39,71,packCircle,3.1898
skaVqAoH4ro8YBQiJlRL,packCircle4,45,"Mon, 11 Mar 2024 19:35:55 GMT","Mon, 11 Mar 2024 19:36:09 GMT",13613,32,28,packCircle,4.0980
skaVqAoH4ro8YBQiJlRL,packCircle5,89,"Mon, 11 Mar 2024 19:37:13 GMT","Mon, 11 Mar 2024 19:37:17 GMT",4509,40,80,packCircle,3.1898
skaVqAoH4ro8YBQiJlRL,packCircle7,60,"Mon, 11 Mar 2024 19:37:17 GMT","Mon, 11 Mar 2024 19:37:21 GMT",3973,41,50,packCircle,3.3399
skaVqAoH4ro8YBQiJlRL,packCircle9,65,"Mon, 11 Mar 2024 19:36:53 GMT","Mon, 11 Mar 2024 19:36:58 GMT",5043,37,40,packCircle,4.6511
skaVqAoH4ro8YBQiJlRL,packCircle15,60,"Mon, 11 Mar 2024 19:36:42 GMT","Mon, 11 Mar 2024 19:36:50 GMT",7138,35,56,packCircle,2.0444
skaVqAoH4ro8YBQiJlRL,packCircle17,90,"Mon, 11 Mar 2024 19:36:50 GMT","Mon, 11 Mar 2024 19:36:53 GMT",3775,36,82,packCircle,3.0224
skaVqAoH4ro8YBQiJlRL,packCircle19,65,"Mon, 11 Mar 2024 19:36:58 GMT","Mon, 11 Mar 2024 19:37:05 GMT",6407,38,45,packCircle,4.3309
skaVqAoH4ro8YBQiJlRL,packCircle20,85,"Mon, 11 Mar 2024 19:36:37 GMT","Mon, 11 Mar 2024 19:36:42 GMT",5649,34,73,packCircle,3.5999
tTOSLrzHCYAeg19zDmpj,barChart1,60,"Mon, 11 Mar 2024 19:00:54 GMT","Mon, 11 Mar 2024 19:01:02 GMT",8206,3,56,barChart,2.0444
tTOSLrzHCYAeg19zDmpj,barChart3,37,"Mon, 11 Mar 2024 19:01:59 GMT","Mon, 11 Mar 2024 19:02:12 GMT",13273,8,43,barChart,2.6147
tTOSLrzHCYAeg19zDmpj,barChart4,28,"Mon, 11 Mar 2024 19:01:02 GMT","Mon, 11 Mar 2024 19:01:27 GMT",25458,4,28,barChart,-3.0000
tTOSLrzHCYAeg19zDmpj,barChart5,80,"Mon, 11 Mar 2024 19:01:37 GMT","Mon, 11 Mar 2024 19:01:48 GMT",10162,6,80,barChart,-3.0000
tTOSLrzHCYAeg19zDmpj,barChart8,63,"Mon, 11 Mar 2024 19:01:48 GMT","Mon, 11 Mar 2024 19:01:59 GMT",11180,7,60,barChart,1.6439
tTOSLrzHCYAeg19zDmpj,barChart11,80,"Mon, 11 Mar 2024 19:01:27 GMT","Mon, 11 Mar 2024 19:01:37 GMT",9961,5,78,barChart,1.0875
tTOSLrzHCYAeg19zDmpj,barChart12,70,"Mon, 11 Mar 2024 19:02:24 GMT","Mon, 11 Mar 2024 19:02:34 GMT",9892,10,71,barChart,0.1699
tTOSLrzHCYAeg19zDmpj,barChart13,44,"Mon, 11 Mar 2024 19:02:12 GMT","Mon, 11 Mar 2024 19:02:24 GMT",12134,9,47,barChart,1.6439
tTOSLrzHCYAeg19zDmpj,barChart15,50,"Mon, 11 Mar 2024 19:00:19 GMT","Mon, 11 Mar 2024 19:00:54 GMT",34508,2,56,barChart,2.6147
tTOSLrzHCYAeg19zDmpj,barChart17,86,"Mon, 11 Mar 2024 19:02:34 GMT","Mon, 11 Mar 2024 19:02:51 GMT",16661,11,82,barChart,2.0444
tTOSLrzHCYAeg19zDmpj,bubbleChart1,30,"Mon, 11 Mar 2024 19:03:26 GMT","Mon, 11 Mar 2024 19:03:48 GMT",21501,13,56,bubbleChart,4.7074
tTOSLrzHCYAeg19zDmpj,bubbleChart4,9,"Mon, 11 Mar 2024 19:03:48 GMT","Mon, 11 Mar 2024 19:04:06 GMT",17811,14,28,bubbleChart,4.2574
tTOSLrzHCYAeg19zDmpj,bubbleChart6,79,"Mon, 11 Mar 2024 19:05:13 GMT","Mon, 11 Mar 2024 19:05:25 GMT",11551,21,75,bubbleChart,2.0444
tTOSLrzHCYAeg19zDmpj,bubbleChart11,70,"Mon, 11 Mar 2024 19:02:51 GMT","Mon, 11 Mar 2024 19:03:26 GMT",35507,12,78,bubbleChart,3.0224
tTOSLrzHCYAeg19zDmpj,bubbleChart13,27,"Mon, 11 Mar 2024 19:04:06 GMT","Mon, 11 Mar 2024 19:04:14 GMT",8165,15,47,bubbleChart,4.3309
tTOSLrzHCYAeg19zDmpj,bubbleChart14,61,"Mon, 11 Mar 2024 19:04:56 GMT","Mon, 11 Mar 2024 19:05:06 GMT",10055,19,64,bubbleChart,1.6439
tTOSLrzHCYAeg19zDmpj,bubbleChart15,35,"Mon, 11 Mar 2024 19:05:06 GMT","Mon, 11 Mar 2024 19:05:13 GMT",7076,20,56,bubbleChart,4.4009
tTOSLrzHCYAeg19zDmpj,bubbleChart16,56,"Mon, 11 Mar 2024 19:04:46 GMT","Mon, 11 Mar 2024 19:04:56 GMT",10421,18,60,bubbleChart,2.0444
tTOSLrzHCYAeg19zDmpj,bubbleChart18,16,"Mon, 11 Mar 2024 19:04:14 GMT","Mon, 11 Mar 2024 19:04:25 GMT",11419,16,33,bubbleChart,4.0980
tTOSLrzHCYAeg19zDmpj,bubbleChart20,75,"Mon, 11 Mar 2024 19:04:25 GMT","Mon, 11 Mar 2024 19:04:46 GMT",20362,17,73,bubbleChart,1.0875
tTOSLrzHCYAeg19zDmpj,stackedbarChart5,73,"Mon, 11 Mar 2024 19:07:53 GMT","Mon, 11 Mar 2024 19:09:16 GMT",82949,33,80,stackedbarChart,2.8329
tTOSLrzHCYAeg19zDmpj,stackedbarChart7,43,"Mon, 11 Mar 2024 19:07:36 GMT","Mon, 11 Mar 2024 19:07:53 GMT",17145,32,50,stackedbarChart,2.8329
tTOSLrzHCYAeg19zDmpj,stackedbarChart11,75,"Mon, 11 Mar 2024 19:09:50 GMT","Mon, 11 Mar 2024 19:10:04 GMT",14334,36,78,stackedbarChart,1.6439
tTOSLrzHCYAeg19zDmpj,stackedbarChart12,70,"Mon, 11 Mar 2024 19:11:00 GMT","Mon, 11 Mar 2024 19:11:06 GMT",6081,40,71,stackedbarChart,0.1699
tTOSLrzHCYAeg19zDmpj,stackedbarChart13,30,"Mon, 11 Mar 2024 19:10:04 GMT","Mon, 11 Mar 2024 19:10:33 GMT",28694,37,47,stackedbarChart,4.0980
tTOSLrzHCYAeg19zDmpj,stackedbarChart14,55,"Mon, 11 Mar 2024 19:10:33 GMT","Mon, 11 Mar 2024 19:10:46 GMT",13392,38,64,stackedbarChart,3.1898
tTOSLrzHCYAeg19zDmpj,stackedbarChart15,40,"Mon, 11 Mar 2024 19:11:06 GMT","Mon, 11 Mar 2024 19:11:12 GMT",5305,41,56,stackedbarChart,4.0112
tTOSLrzHCYAeg19zDmpj,stackedbarChart16,56,"Mon, 11 Mar 2024 19:09:42 GMT","Mon, 11 Mar 2024 19:09:50 GMT",7209,35,60,stackedbarChart,2.0444
tTOSLrzHCYAeg19zDmpj,stackedbarChart19,28,"Mon, 11 Mar 2024 19:09:16 GMT","Mon, 11 Mar 2024 19:09:42 GMT",26539,34,45,stackedbarChart,4.0980
tTOSLrzHCYAeg19zDmpj,stackedbarChart20,60,"Mon, 11 Mar 2024 19:10:46 GMT","Mon, 11 Mar 2024 19:11:00 GMT",14031,39,73,stackedbarChart,3.7142
tTOSLrzHCYAeg19zDmpj,packCircle3,37,"Mon, 11 Mar 2024 19:05:59 GMT","Mon, 11 Mar 2024 19:06:05 GMT",6798,23,43,packCircle,2.6147
tTOSLrzHCYAeg19zDmpj,packCircle4,30,"Mon, 11 Mar 2024 19:05:25 GMT","Mon, 11 Mar 2024 19:05:59 GMT",33450,22,28,packCircle,1.0875
tTOSLrzHCYAeg19zDmpj,packCircle7,50,"Mon, 11 Mar 2024 19:07:11 GMT","Mon, 11 Mar 2024 19:07:24 GMT",12376,30,50,packCircle,-3.0000
tTOSLrzHCYAeg19zDmpj,packCircle9,48,"Mon, 11 Mar 2024 19:07:24 GMT","Mon, 11 Mar 2024 19:07:36 GMT",11894,31,40,packCircle,3.0224
tTOSLrzHCYAeg19zDmpj,packCircle11,86,"Mon, 11 Mar 2024 19:06:05 GMT","Mon, 11 Mar 2024 19:06:18 GMT",12835,24,78,packCircle,3.0224
tTOSLrzHCYAeg19zDmpj,packCircle13,54,"Mon, 11 Mar 2024 19:06:59 GMT","Mon, 11 Mar 2024 19:07:11 GMT",12818,29,47,packCircle,2.8329
tTOSLrzHCYAeg19zDmpj,packCircle14,79,"Mon, 11 Mar 2024 19:06:18 GMT","Mon, 11 Mar 2024 19:06:30 GMT",11860,25,64,packCircle,3.9189
tTOSLrzHCYAeg19zDmpj,packCircle16,68,"Mon, 11 Mar 2024 19:06:37 GMT","Mon, 11 Mar 2024 19:06:46 GMT",9274,27,60,packCircle,3.0224
tTOSLrzHCYAeg19zDmpj,packCircle17,81,"Mon, 11 Mar 2024 19:06:30 GMT","Mon, 11 Mar 2024 19:06:37 GMT",7056,26,82,packCircle,0.1699
tTOSLrzHCYAeg19zDmpj,packCircle20,77,"Mon, 11 Mar 2024 19:06:46 GMT","Mon, 11 Mar 2024 19:06:59 GMT",12073,28,73,packCircle,2.0444
V3srnWCq7tELXVYsj4RJ,barChart1,70,"Tue, 12 Mar 2024 02:44:41 GMT","Tue, 12 Mar 2024 02:44:46 GMT",5098,22,56,barChart,3.8202
V3srnWCq7tELXVYsj4RJ,barChart2,80,"Tue, 12 Mar 2024 02:44:46 GMT","Tue, 12 Mar 2024 02:44:49 GMT",2432,23,71,barChart,3.1898
V3srnWCq7tELXVYsj4RJ,barChart3,45,"Tue, 12 Mar 2024 02:44:52 GMT","Tue, 12 Mar 2024 02:44:57 GMT",4283,25,43,barChart,1.0875
V3srnWCq7tELXVYsj4RJ,barChart4,35,"Tue, 12 Mar 2024 02:44:57 GMT","Tue, 12 Mar 2024 02:45:00 GMT",3841,26,28,barChart,2.8329
V3srnWCq7tELXVYsj4RJ,barChart6,90,"Tue, 12 Mar 2024 02:44:49 GMT","Tue, 12 Mar 2024 02:44:52 GMT",3412,24,75,barChart,3.9189
V3srnWCq7tELXVYsj4RJ,barChart12,70,"Tue, 12 Mar 2024 02:45:18 GMT","Tue, 12 Mar 2024 02:45:23 GMT",5173,30,71,barChart,0.1699
V3srnWCq7tELXVYsj4RJ,barChart13,45,"Tue, 12 Mar 2024 02:45:14 GMT","Tue, 12 Mar 2024 02:45:18 GMT",3828,29,47,barChart,1.0875
V3srnWCq7tELXVYsj4RJ,barChart16,65,"Tue, 12 Mar 2024 02:45:00 GMT","Tue, 12 Mar 2024 02:45:06 GMT",5226,27,60,barChart,2.3576
V3srnWCq7tELXVYsj4RJ,barChart19,40,"Tue, 12 Mar 2024 02:45:06 GMT","Tue, 12 Mar 2024 02:45:14 GMT",8408,28,45,barChart,2.3576
